FINAL Sample NAME,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,Cruise/ Expedition ID,Collection Date (UTC),Collection Date (local),Field Sample Name,Dive No./ Station No./ Cast No.,Rosette position,Sampling method,Preservation,Region,Area within region,Additional Description Sampling Location,Depth (m),Altitude (m),"Latitude      (D° M' S"")","Longitude           (D° M' S"")",Latitude & Longitude (D.D°),Start time  (local),End time (local),Start time (UTC),End time (UTC),Sample volume (ml),Temp (°C),pH,Salinity (ppt),Oxygen (µM),Methane (nmol/L),Other chem,Other chem (units X),Personnel Responsible for Collecting Sample,Field Notes,Extracted,Elution Volume (µl),Extraction Yield (ng/µl),Extraction/PCR Notes,WS & BS Sample Location,Sent for Sequencing,Sequencing completed,Sequencing Notes
E2327.2T.OC0524,2327,,2,FALSE,OC0524,May 2024 PPS Deployment,,05/09/24,,1,-,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,,1.0,,47° 52.54' N,124° 44.24 W',,11:15,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
E2328.1T.OC0524,2328,,1,FALSE,OC0524,May 2024 PPS Deployment,,05/09/24,,2,-,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,,1.0,,47° 52.54' N,124° 44.24 W',,11:15,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
E2328.2T.OC0524,2328,,2,FALSE,OC0524,May 2024 PPS Deployment,,05/09/24,,2,-,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,,1.0,,47° 52.54' N,124° 44.24 W',,11:15,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
E2329.1T.OC0524,2329,,1,FALSE,OC0524,May 2024 PPS Deployment,,05/09/24,,3,-,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,,1.0,,47° 52.54' N,124° 44.24 W',,11:15,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
E2329.2T.OC0524,2329,,2,FALSE,OC0524,May 2024 PPS Deployment,,05/09/24,,3,-,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,,34.0,,47° 52.54' N,124° 44.24 W',,11:15,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
E2330.1T.OC0524,2330,,1,FALSE,OC0524,May 2024 PPS Deployment,,05/09/24,,4,-,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,,34.0,,47° 52.54' N,124° 44.24 W',,11:15,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
E2330.2T.OC0524,2330,,2,FALSE,OC0524,May 2024 PPS Deployment,,05/09/24,,4,-,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,,34.0,,47° 52.54' N,124° 44.24 W',,11:15,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
E2330.3T.OC0524,2330,,3,FALSE,OC0524,May 2024 PPS Deployment,,05/09/24,,4,-,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,,34.0,,47° 52.54' N,124° 44.24 W',,11:15,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
E2331.NC.OC0524,2331,,,TRUE,OC0524,May 2024 PPS Deployment,,,Field Blank,-,-,Sterivex 0.22µm filter,95% EtOH,,,,,,,,,,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
E2332.NC.OC0524,2332,,,TRUE,OC0524,May 2024 PPS Deployment,,,PPS Blank (from RO Jug),-,-,Sterivex 0.22µm filter,95% EtOH,,,,,,,,,,,,,1000,,,,,,,,Sam Setta and Shannon Brown,,FALSE,,,,,FALSE,FALSE,
E2333.1T.OC0624,2333,,1,FALSE,OC0624,June 2024 PPS Recovery,,6/10/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,1.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2333.2T.OC0624,2333,,2,FALSE,OC0624,June 2024 PPS Recovery,,6/10/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,1.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2333.3T.OC0624,2333,,3,FALSE,OC0624,June 2024 PPS Recovery,,6/10/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,1.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2334.1T.OC0624,2334,,1,FALSE,OC0624,June 2024 PPS Recovery,,6/10/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2334.2T.OC0624,2334,,2,FALSE,OC0624,June 2024 PPS Recovery,,6/10/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2334.3T.OC0624,2334,,3,FALSE,OC0624,June 2024 PPS Recovery,,6/10/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2335.NC.OC0624,2335,,,TRUE,OC0624,June 2024 PPS Recovery,,6/10/2024,Recovery Blank,,,Sterivex 0.22µm filter,95% EtOH,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2336.1T.OC0624,2336,,1,FALSE,OC0624,June 2024 PPS Deployment,,6/12/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,1.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2336.2T.OC0624,2336,,2,FALSE,OC0624,June 2024 PPS Deployment,,6/12/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,1.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2336.3T.OC0624,2336,,3,FALSE,OC0624,June 2024 PPS Deployment,,6/12/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,1.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2337.1T.OC0624,2337,,1,FALSE,OC0624,June 2024 PPS Deployment,,6/12/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2337.2T.OC0624,2337,,2,FALSE,OC0624,June 2024 PPS Deployment,,6/12/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2337.3T.OC0624,2337,,3,FALSE,OC0624,June 2024 PPS Deployment,,6/12/2024,,,,Van Dorn Bottle; Sterivex 0.22µm filter,95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2338.NC.OC0624,2338,,,TRUE,OC0624,June 2024 PPS Deployment,,6/12/2024,Deployment Blank,,,Sterivex 0.22µm filter,95% EtOH,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2339.NC.OC0624,2339,,,TRUE,OC0624,,,6/11/2024,PPS NC - Port 24,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2340.OC0624,2340,,,FALSE,OC0624,,,6/13/2024,PPS Port 1,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2341.OC0624,2341,,,FALSE,OC0624,,,6/13/2024,PPS Port 2,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2342.OC0624,2342,,,FALSE,OC0624,,,6/14/2024,PPS Port 3,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2343.OC0624,2343,,,FALSE,OC0624,,,6/14/2024,PPS Port 4,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2344.OC0624,2344,,,FALSE,OC0624,,,6/15/2024,PPS Port 5,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2345.OC0624,2345,,,FALSE,OC0624,,,6/15/2024,PPS Port 6,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2346.OC0624,2346,,,FALSE,OC0624,,,6/16/2024,PPS Port 7,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2347.OC0624,2347,,,FALSE,OC0624,,,6/16/2024,PPS Port 8,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2348.OC0624,2348,,,FALSE,OC0624,,,6/17/2024,PPS Port 9,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2349.OC0624,2349,,,FALSE,OC0624,,,6/17/2024,PPS Port 10,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2350.OC0624,2350,,,FALSE,OC0624,,,6/19/2024,PPS Port 11,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2351.OC0624,2351,,,FALSE,OC0624,,,6/20/2024,PPS Port 12,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2352.OC0624,2352,,,FALSE,OC0624,,,6/22/2024,PPS Port 13,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2353.OC0624,2353,,,FALSE,OC0624,,,6/23/2024,PPS Port 14,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2354.OC0624,2354,,,FALSE,OC0624,,,6/25/2024,PPS Port 15,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2355.OC0624,2355,,,FALSE,OC0624,,,6/26/2024,PPS Port 16,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2356.OC0624,2356,,,FALSE,OC0624,,,6/28/2024,PPS Port 17,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2357.OC0624,2357,,,FALSE,OC0624,,,6/29/2024,PPS Port 18,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2358.OC0624,2358,,,FALSE,OC0624,,,7/1/2024,PPS Port 19,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2359.OC0624,2359,,,FALSE,OC0624,,,7/2/2024,PPS Port 20,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2360.OC0624,2360,,,FALSE,OC0624,,,7/4/2024,PPS Port 21,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2361.OC0624,2361,,,FALSE,OC0624,,,7/5/2024,PPS Port 22,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2362.OC0624,2362,,,FALSE,OC0624,,,7/7/2024,PPS Port 23,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
E2363.OC0624,2363,,,FALSE,OC0624,,,7/8/2024,PPS Port 24,,,"PPS Unit; Sterlitech 0.4 µm filter, 47 mm",95% EtOH,,Teahwhit Head,34.0,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,
